,dataset,algorithm,iter,PCC,PCD,Sibling_TD,PnCD
0,ai,ws,0,0.004026816574756073,0.8056666666666666,0.6703333333333333,0.989701754385965
1,ai,ws,1,0.014571350756376918,0.8113333333333334,0.6148333333333333,0.9900526315789473
2,ai,ws,2,0.013211429331773394,0.8106666666666666,0.6763333333333333,0.9895438596491227
3,ai,ds,0,0.00023223936378176241,0.8064978902953587,0.4386075949367088,0.9806601439496176
4,ai,ds,1,0.003044533165500794,0.8076190476190476,0.42460317460317465,0.9826602947033055
5,ai,ds,2,0.006190051845832569,0.81,0.49191666666666667,0.9835701754385965
